+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                      ;
+--------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:6:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:5:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:4:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:3:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:2:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:1:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:14:zip_generate_2:0:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:7:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:6:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:5:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:4:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:3:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:2:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:1:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:13:zip_generate_2:0:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:12:zip_generate_2:7:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:12:zip_generate_2:6:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:12:zip_generate_2:5:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:12:zip_generate_2:4:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fDBF_inst|beamMatrix_f|\zip_generate_1:12:zip_generate_2:3:complex_mult_inst                                                     ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
